Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
Helen Hayes MP for Dulwich and West Norwood,877,2017-06-20 07:23:54 EDT,Photo,41,2,2,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/helenhayes4DaWN/posts/670129669846456,"The Grenfell Tower fire is an appalling tragedy which has shocked us all. There must be a public inquiry to uncover the detail of the decision making which led to fire safety being compromised with such devastating consequences, but it is already clear that the fire should never have happened. I have written to the Prime Minister to call for immediate action to protect residents of tower blocks, on the basis of advice the government has already received. We must ensure that such an appalling tragedy can never happen again.",https://www.facebook.com/helenhayes4DaWN/photos/a.216503928542368.1073741828.212406495618778/670129669846456/?type=3,,Timeline Photos,,,,-1.0888888888888888
Chris Matheson - Chester MP,3007,2017-06-20 07:18:51 EDT,Link,100,5,27,11,0,0,0,0,0,,0,0,0,https://www.facebook.com/ChrisMathesonMP/posts/629069970620041,"What a heart warming story following such a terrible tragedy. We live in troubled times, but there is always hope. Good luck Joshua!",https://tinyurl.com/y7g8bh4x,http://www.chesterstandard.co.uk/news/177302/handbridge-boy-gets-on-his-bike-to-help-victims-of-grenfell-tower-tragedy.aspx,Handbridge boy gets on his bike to help victims of Grenfell Tower tragedy,A YOUNGSTER was so moved by the Grenfell Tower tragedy that he is getting on his bike to raise funds for the victims.,,,1.361904761904762
Stephen Kinnock,2442,2017-06-20 06:10:25 EDT,Video,7,0,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/StephenKinnock/posts/1358228240880959,"On @BBCWestminHour I spoke abt need to ask serious Qs abt role of state RE privatization, investment in housing & public serv after Grenfell https://t.co/0wxeWsrJhW:=:https://twitter.com/SKinnock/status/877106350630764544/video/1",https://twitter.com/SKinnock/status/877106350630764544/video/1?utm_source=fb&utm_medium=fb&utm_campaign=SKinnock&utm_content=877106350630764544,,Stephen Kinnock on Twitter,"“On @BBCWestminHour I spoke abt need to ask serious Qs abt role of state RE privatization, investment in housing & public serv after Grenfell https://t.co/0wxeWsrJhW:=:https://twitter.com/SKinnock/status/877106350630764544/video/1”",,,-0.42857142857142855
Nic Dakin,4015,2017-06-20 05:59:22 EDT,Photo,28,2,2,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/NicDakinMP/posts/10154658898231398,"My Diary for the week ending June 18th. The absolute horror of the Grenfell Tower fire make any words empty and inadequate. I could hardly watch the devastating scenes from the catastrophe. So much pain and suffering. A manmade, seemingly preventable disaster in 21st century Britain at the heart of one of London’s richest boroughs. The agonising grief of a community let down and the amazing heroism of emergency services personnel contrasted with the flatfooted response of national and local Government. Of course everyone living in tower blocks all over the country will be anxious about their own safety now and understandably so. I was reassured to be contacted by Ongo who have the Crosby and Trent View House Flats to be told they were tacking immediate steps to reassure tenants. One of my priorities this week is to double check this. We seem to be in a time of awful events coming from nowhere with yet another suspected terrorist attack reported this morning. In these times it is...",https://www.facebook.com/NicDakin4MP/photos/a.434630176397.230010.186874346397/10154658897776398/?type=3,,Photos from Nic Dakin's post,,,,-2.3636363636363638
Jon Trickett,2831,2017-06-20 04:58:29 EDT,Status,65,5,24,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/jon.trickett/posts/1872714412992523,"Following the tragic fire at Grenfell Tower in London, there is an understandable level of anxiety and concern surrounding the safety of multi-storey tower blocks. Today I received a letter from Kevin Dodd, the Chief Executive of Wakefield and District Housing (WDH) assuring the safety of residents in WDH multi-storey blocks. Mr Dodd firstly reassured me that WDH use a completely different kind of cladding from the type used at Grenfell Tower in London. The cladding used by WDH has a fully compliant fire retardant rating from the manufacturer. He also gave assurances that all WDH flats comply with all fire safety requirements, and are inspected every three months by West Yorkshire Fire and Rescue Service. I have been told that there is a rigorous inspection regime currently in place to make sure all the accesses are clear at all times and each flat has a hard wired smoke and heat detector. All the lifts meet the requirements to ensure firefighters are able to use them in case of...",,,,,,,1.8076923076923077
Kerry McCarthy,8754,2017-06-19 13:43:50 EDT,Link,52,2,10,7,0,0,3,1,0,,0,0,0,https://www.facebook.com/kerry4mp/posts/1548054521927414,"The UK has been shaken by another terrorist attack, targeting worshippers near the Finsbury Park Mosque in London during the holy month of Ramadan. Regardless of their creed, colour, or religion, terrorists seek to divide us through fear - not just of them, but of one another. They seek to break down our communities through violence, with this latest act of terror committed almost a year to the day since the murder of my colleague Jo Cox MP by another far-right extremist. But we are stronger than them, and must remain more united than they could ever understand.",https://www.theguardian.com/commentisfree/2017/jun/19/finsbury-park-imam-london-terrorist-attacks-grenfell-tower-fire-sadiq-khan,,Sadiq Khan: The Finsbury Park imam’s heroism shows where London can find its strength,The best response we can show now after horrific terrorist attacks and the awful Grenfell Tower fire is to celebrate the values that unite us,,,1.056338028169014
David Lammy,25457,2017-06-19 12:46:07 EDT,Photo,249,49,243,0,45,0,13,218,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154460959036541,Harley (company that installed Grenfell cladding) deleting pages from their website. Studio E (architects that oversaw Grenfell cladding refurbishment) are deleting pages from their website. Have they got something to hide?,https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154460957796541/?type=3,,Photos from David Lammy's post,,,,1.466786355475763
Debbie Abrahams,2639,2017-06-19 11:20:35 EDT,Link,24,0,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/DebbieAbrahamsOES/posts/1980554632179665,"The Grenfell Tower tragedy is absolutely devastating for the families affected, many of whom are still unsure if they will be reunited with loved ones. We must do all we can to ensure an event like this never happens again and we must look closely at the measures taken locally to protect residents across our own borough. Read my article in full on the link provided.",http://www.oldham-chronicle.co.uk/news-features/8/news-headlines/104112/assurances-on-fire-safety-standards,,Oldham News | News Headlines | Assurances on fire safety standards - Chronicle Online,OLDHAM MP Debbie Abrahams has written to the borough's housing providers to seek assurances about fire safety standards...,,,-2.04
Paul Flynn,3033,2017-06-19 11:00:07 EDT,Status,17,4,2,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/PaulFlynn2017/posts/1294014173984946,"It was Harry Jones’ first meeting a councillor. He later became Sir Harry after a long and distinguished career. He told me about his astonishing experience at his first meeting. A councillor urged stopping the building of a tower block of flats at Julian’s, filling the void with concrete and inscribing on the side of the building, ‘This giant tombstone was erected in dishonourable memory of the failed concept of hi-rise living.’ That was in about 1976. My remarks were part of a many-faceted campaign against experimental housing. My simple concept was that the evolved model of two –storeys, upstairs for sleeping to protect us from the sabre-toothed tigers, downstairs for living plus two enclosed areas, one in front for decorative use, one behind for utilitarian use. The further the ambitious, creative, imaginative, phallus building architects strayed from the ideal the worst the results became for satisfying habitation. I was also campaigning long before Thatcher for tenants to...",,,,,,,-1.8
Rosie Cooper,519,2017-06-19 08:38:23 EDT,Link,10,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/Rosie4WestLancs/posts/10154742640141446,A link to my statement following the fire at Grenfell Tower last week: https://goo.gl/SqDsbx:=:http://www.rosiecooper.net/rosie_cooper_mp_seeks_safety_assurances_over_property_cladding_in_response_to_west_lancashire_residents_concerns,https://goo.gl/SqDsbx,http://www.rosiecooper.net/rosie_cooper_mp_seeks_safety_assurances_over_property_cladding_in_response_to_west_lancashire_residents_concerns,Rosie Cooper MP seeks safety assurances over property cladding in response to West Lancashire residents' concerns,Working hard for the people of West Lancashire,,,-0.2857142857142857
Naz Shah MP,13590,2017-06-19 06:35:59 EDT,Link,45,2,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/NazShahMP/posts/1720145018285996,Following the Telegraph headline yesterday here's my @uklabour sister @chionwurah explaining why political activism is an appropriate response to #Grenfell https://amp.theguardian.com/commentisfree/2017/jun/18/red-tape-political-grenfell-fire-telegraph,https://amp.theguardian.com/commentisfree/2017/jun/18/red-tape-political-grenfell-fire-telegraph,,The Grenfell protesters are right. Red tape saves lives | Chi Onwurah,"Activism following events such as the Grenfell fire is not deplorable, as the Telegraph suggests, but essential. Historically, political response to needless death has advanced society",,,-1.94
David Lammy,25457,2017-06-19 04:55:21 EDT,Link,278,28,161,1,7,0,39,105,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154460122301541,"Trust in the authorities is falling, suspicion of a cover-up is rising. Police need to act urgently to protect evidence. Victims and families of Grenfell Tower will not get justice if records, documents and emails are being destroyed. http://www.mirror.co.uk/news/politics/suspicions-grenfell-tower-fire-cover-10645417",http://www.mirror.co.uk/news/politics/suspicions-grenfell-tower-fire-cover-10645417,,Suspicions of Grenfell Tower fire cover-up as confidence in authorities plummets,"Labour MP David Lammy demanded immediate seizure of all documents relevant to the blaze, saying contractors are deleting evidence of their work",,,1.4004524886877827
Jim McMahon for Oldham West & Royton,2064,2017-06-18 16:25:19 EDT,Link,17,1,0,0,0,0,3,3,0,,0,0,0,https://www.facebook.com/jimfromoldham/posts/1261890807261130,Haunting images released from Grenfell show the human cost of putting price above life. A national scandal #GrenfellTower https://t.co/9fLPDbfHEe:=:https://twitter.com/skynews/status/876533879682805761,https://t.co/9fLPDbfHEe,https://twitter.com/skynews/status/876533879682805761,Sky News on Twitter,“'Indescribable' damage inside Grenfell revealed https://t.co/bXbxjLc59B”,,,-1.8333333333333333
David Lammy,24269,2017-06-18 12:11:48 EDT,Video,130,17,42,1,1,0,50,89,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154458177091541,I was with the Grenfell Tower survivors last night. The lack of support from central and local government is an outrage and absolutely appalling. pic.twitter.com/SLwikp4a58:=:https://twitter.com/pestononsunday/status/876373010797674497/video/1,http://pic.twitter.com/SLwikp4a58,https://twitter.com/pestononsunday/status/876373010797674497/video/1,Peston on Sunday on Twitter,“.@sarahwollaston and @DavidLammy agree the official relief effort for survivors of the #GrenfellTower fire has been unacceptable. #Peston https://t.co/SLwikp4a58:=:https://twitter.com/pestononsunday/status/876373010797674497/video/1”,,,-1.7757575757575759
David Lammy,24269,2017-06-18 08:15:06 EDT,Video,517,67,354,7,5,0,55,202,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154457581081541,"Trust is very, very low. Contractors are removing Grenfell details from their websites. What else are they deleting? Have the offices been searched? Have the computers and documents been seized? This is a crime, we need urgent action. I was with the Grenfell survivors last night. They want answers, not a cover-up from the council and contractors. pic.twitter.com/36CDORVFQA:=:https://twitter.com/SkyNews/status/876404341648744449/video/1",http://pic.twitter.com/36CDORVFQA,https://twitter.com/SkyNews/status/876404341648744449/video/1,Sky News on Twitter,"“""What else have they got rid of?"" says Labour MP @DavidLammy about contractors who worked on #GrenfellTower refurbishment https://t.co/36CDORVFQA”",,,2.0597269624573378
David Lammy,24269,2017-06-18 07:37:17 EDT,Photo,365,33,98,3,2,0,13,73,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154457513566541,Trust is low in the authorities after the Grenfell Tower fire. Contractors are removing Grenfell details from their websites. What else are they deleting? Are the shredders running today? This is a crime. What are the police dong? Police have the powers to seize documents and computers and they need to get into offices today.,https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154457513566541/?type=3,,Timeline Photos,,,,1.0557553956834533
Alison McGovern MP,2313,2017-06-18 07:21:00 EDT,Link,0,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/alisonmcgovernforwirralsouth/posts/1183704885067666,This looks excellent from @NoraMulready. Please share. https://t.co/RwZjbDWiG1,https://t.co/RwZjbDWiG1,,Sarah Hayward on Twitter,“.@NoraMulready & others have set up a welfare rights org to help survivors of Grenfell Tower. Please share. https://t.co/QurbFZCINL:=:https://grenfellrightsproject.wordpress.com/”,,,-54.0
Barry Gardiner,8912,2017-06-18 07:13:15 EDT,Photo,205,13,43,24,0,0,0,0,0,,0,0,0,https://www.facebook.com/BarryGardinerforBrentNorth/posts/1466844120100073,"Following the tragedy at Grenfell Tower in Kensington last week, I have arranged an urgent meeting for residents who are currently living in tower blocks in Brent North. The meeting will take place at St James' Church, Alperton tomorrow at 7.30pm.",https://www.facebook.com/BarryGardinerforBrentNorth/photos/a.872361842881640.1073741834.247833162001181/1466844120100073/?type=3,,Timeline Photos,,,,5.277777777777778
Dr Rosena Allin-Khan,8426,2017-06-18 06:42:30 EDT,Link,61,1,0,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/DrRosena/posts/479299639080100,,http://bit.ly/2sGCmzg,https://www.theguardian.com/commentisfree/2017/jun/18/sadiq-khan-grenfell-tower-tragedy-establish-full-truth,Mayor of London,"We owe it to the Grenfell Tower victims to establish the full truth, and I will fight with every fibre of my being to make sure justice is delivered http://bit.ly/2sGCmzg:=:https://www.theguardian.com/commentisfree/2017/jun/18/sadiq-khan-grenfell-tower-tragedy-establish-full-truth",,,-1.5
Jeremy Corbyn,1298819,2017-06-18 06:31:26 EDT,Native Video,8075,416,1325,849,4,9,7,21,0,original,243478,273013,0,https://www.facebook.com/JeremyCorbynMP/posts/10155474067278872,"On the Peston On Sunday Show, I explained Labour's priorities for Brexit and how our investment-led economy will deliver social justice in Britain - ensuring that Grenfell Tower is the last such tragedy of its kind in our country.",https://www.facebook.com/JeremyCorbynMP/videos/10155474067278872/,,Jeremy Corbyn | ITV's Peston On Sunday | Brexit and Labour's I...,,,,-1.6332897440687466
Sharon Hodgson,1215,2017-06-18 06:12:25 EDT,Link,2,0,0,0,0,0,5,0,0,,0,0,0,https://www.facebook.com/Sharon.Hodgson.MP/posts/1042712785859688,‘Stay put’: two tiny words with a catastrophic price < I'm so pleased someone has put this into words - read & share https://t.co/LxgxKKnU3t:=:https://www.thetimes.co.uk/edition/comment/stay-put-two-tiny-words-with-a-catastrophic-price-cvmlck96c?CMP=TNLEmail_118918_1969152,https://t.co/LxgxKKnU3t,https://www.thetimes.co.uk/edition/comment/stay-put-two-tiny-words-with-a-catastrophic-price-cvmlck96c?CMP=TNLEmail_118918_1969152,‘Stay put’: two tiny words with a catastrophic price,"When the public inquiry into the fire at Grenfell Tower gets under way, I hope attention will be paid to two simple words that have made me shiver: “stay put”. Along with “the man in Whitehall...",,,-3.857142857142857
Richard Burgon MP,24008,2017-06-18 06:04:23 EDT,Native Video,558,38,278,51,0,0,12,3,0,original,8601,17901,0,https://www.facebook.com/richardburgonmp/posts/1897239273884348,Every day flights are delayed at Heathrow and elsewhere and hotel accommodation is immediately found for stranded passengers. So why hasn't safe and secure accommodation been swiftly found for Grenfell Tower residents?,https://www.facebook.com/richardburgonmp/videos/1897239273884348/,,,,,,2.919254658385093
David Lammy,24269,2017-06-18 04:54:26 EDT,Photo,367,21,116,11,1,0,3,9,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154457230381541,From front page of today's Observer. PM & police must act now to ensure no evidence destroyed. We need urgent action. There is concern in the community about a cover up. We cannot risk the destruction of Grenfell emails and documents. We need justice. I am calling on the PM and the police to immediately seize all documents and emails relevant to this investigation. https://www.theguardian.com/uk-news/2017/jun/17/tower-block-fire-warnings-grenfell-victims?CMP=Share_iOSApp_Other,https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154457230381541/?type=3,,Timeline Photos,,,,-1.053030303030303
Jeremy Corbyn,1298819,2017-06-18 04:24:05 EDT,Link,1286,108,206,112,5,5,2,10,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155473888633872,"Ahead of my interview on ITV's Peston On Sunday at 10am, I have written in The Mirror about Grenfell Tower and Brexit.",http://www.mirror.co.uk/news/politics/jeremy-corbyn-weakened-divided-tory-10639704,,"Tories are in no position to negotiate a good Brexit deal, says Jeremy Corbyn","Theresa May didn’t win a mandate for her reckless ‘no deal is better than a bad deal’ approach to Brexit, Labour leader writes in the Mirror",,,-5.3500576701268745
David Lammy,23239,2017-06-17 20:24:14 EDT,Status,806,35,25,128,0,0,6,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154456233086541,I have been in Kensington and Latimer Rd tonight meeting Grenfell survivors and local residents with local MP Emma Dent Coad. Community grieving but strong. Hurting but united. Thank for your kind messages in recent days. I will not rest until the victims and families of Grenfell get their justice. Solidarity.,,,,,,,-1.018
Richard Burgon MP,23995,2017-06-17 18:34:14 EDT,Link,130,17,26,6,0,0,4,44,0,,0,0,0,https://www.facebook.com/richardburgonmp/posts/1897062510568691,Disgusting. Proud these 'journalists' see me and my colleagues as their opponents. We are.,https://www.theguardian.com/uk-news/2017/jun/16/sun-journalist-grenfell-tower-victim-hospital?CMP=share_btn_tw,,Sun journalist 'impersonated Grenfell Tower victim's friend at hospital',King’s College hospital launches complaint with watchdog over behaviour of Sun reporter,,,-1.0969162995594715
Peter Kyle MP,8376,2017-06-17 12:04:46 EDT,Status,227,12,15,7,0,0,1,0,0,,0,0,0,https://www.facebook.com/hoveandportslade/posts/787742818066089,"Seeing the news about Grenfell Tower disaster has been shocking and I was immediately in touch with MP's in London to see if there is anything our community could do to offer support. As you can see from the news there is nothing needed from us at this time, but that might change so I'm in touch on that front so I will keep you updated. Thank you to those who have been in touch with me offering help, I have passed our community's sympathy and willingness to support on and will continue to monitor the need for help. I have also been in touch with our council regarding our high rise housing. I have been assured that each one is checked for fire safety every year, that one was fitted with a sprinkler system recently and two more are scheduled for similar fitting. The council is also reviewing the safety of our high rise units and the use of cladding. I am remaining in very close touch with them in the coming days to ensure that as lessons from this horrible disaster emerge that we...",,,,,,,-2.236641221374046
Richard Burgon MP,23995,2017-06-17 07:57:49 EDT,Photo,142,6,0,8,0,0,0,0,0,,0,0,0,https://www.facebook.com/richardburgonmp/posts/1896864733921802,,https://www.facebook.com/JeremyCorbynMP/photos/a.468063663871.262492.330250343871/10155470100758872/?type=3,,Jeremy Corbyn,"I have written to Theresa May regarding the decision to hold a full and independent public inquiry into the fire at Grenfell Tower.

We must ensure that this is the last such tragedy of its kind in our country.",,,-1.5128205128205128
Chuka Umunna,69899,2017-06-17 07:04:02 EDT,Native Video,820,32,0,95,1,1,251,3,0,share,12493,3802101,0,https://www.facebook.com/ChukaUmunna/posts/10155392046864709,So powerful. So moving. David Lammy just nails it here. Do watch and share.,https://www.facebook.com/Channel4News/videos/10154943595776939/,,Channel 4 News,"“It breaks my heart that that’s happening in Britain in 2017.”
 
Labour MP David Lammy becomes tearful when speaking about the tragic death of one of his friends, Khadija Saye, in the Grenfell Tower fire.",,,2.1714801444043323
David Lammy,23239,2017-06-17 07:00:18 EDT,Photo,852,57,172,57,1,0,17,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154454418591541,"This morning I have written to the Commissioner of the Metropolitan Police Service Cressida Dick regarding the Grenfell Tower criminal investigation. We need answers and we need justice. The public need to know that the criminal investigation has all of the resources it needs and is being worked on by the very best officers. The public need to know that all companies, contractors and subcontractors involved in Greenfell Tower will be investigated by the police. And the public need to know that the public inquiry will not impede this criminal investigation. We need justice under law in court, we need those culpable to be held responsible before a judge and jury.",https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154454418591541/?type=3,,Timeline Photos,,,,2.090415913200723
Liam Byrne,9117,2017-06-17 05:35:43 EDT,Photo,25,2,6,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/LiamByrneHodgeHill/posts/474935222839328,"For me, one of the most important passages in the Bible is Luke 10:29, where Jesus is challenged with a question: 'The man wanted to justify his actions, so he asked Jesus, ""And who is my neighbour?"" Jesus answered with the parable of the Good Samaritan. The summary? Our neighbour is anyone in need. In the year we've had since Jo Cox was murdered, we've had a divisive Brexit debate and a divisive American election, the London Bridge and Borough market attack, the outrage at Manchester Arena, the Westminster Bridge attack and murder of PC Keith Palmer, and now the Grenfell Tower tragedy. Those who know this truth, that our neighbours are anyone in need, have been what has kept our country strong. And I think the Queen put that brilliantly today.",https://www.facebook.com/LiamByrneHodgeHill/photos/a.158965534436300.1073741828.147894618876725/474935222839328/?type=3,,Timeline Photos,,,,1.064516129032258
Jeremy Corbyn,1291860,2017-06-17 05:33:21 EDT,Photo,31688,1330,5666,3280,15,6,49,37,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155470210293872,I have written to Theresa May regarding the decision to hold a full and independent public inquiry into the fire at Grenfell Tower. We must ensure that this is the last such tragedy of its kind in our country.,https://www.facebook.com/JeremyCorbynMP/photos/a.468063663871.262492.330250343871/10155470100758872/?type=3,,Photos from Jeremy Corbyn's post,,,,3.462063857801185
Dr Rosena Allin-Khan,8411,2017-06-17 05:30:01 EDT,Photo,112,9,32,2,2,0,8,55,0,,0,0,0,https://www.facebook.com/DrRosena/posts/478717142471683,Never forget: Government allocate £5m to #Grenfell residents but splashed out £7m to repair stately home last year. Sickening.,https://www.facebook.com/DrRosena/photos/a.276439989366067.1073741828.276012652742134/478717142471683/?type=3,,Timeline Photos,,,,1.7054263565891472
John McDonnell,75085,2017-06-17 05:22:40 EDT,Status,1221,73,255,64,0,0,4,13,0,,0,0,0,https://www.facebook.com/johnmcdonnellmp/posts/10155303307330833,"I've called on the government to immediately let councils have the resources to make our tower blocks safe. The tragic fire that occurred on Grenfell Tower must never be allowed to happen again. The lessons of Camberwell, Shepherds Bush and Southampton have not been learned, and it is the responsibility of government to provide solutions. The Government must now as a matter of urgency lift the housing revenue account borrowing cap to free councils to undertake the urgent retrofitting work required on all existing housing stock found not to meet required safety standards. Councils must also be given the power to borrow to invest in council housing on the scale necessary to allow all those living in homes deemed to be unsafe to be properly rehoused.",,,,,,,-1.2276073619631902
David Lammy,23239,2017-06-17 04:15:14 EDT,Link,292,37,115,94,1,0,468,11,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154454194041541,Khadija Saye - a wonderful emerging artist on the cusp of recognition. Her moment to shine had come. Rest in peace. https://www.theguardian.com/uk-news/2017/jun/17/khadija-saye-artist-was-on-cusp-of-recognition-when-she-died-in-grenfell,https://www.theguardian.com/uk-news/2017/jun/17/khadija-saye-artist-was-on-cusp-of-recognition-when-she-died-in-grenfell,,Khadija Saye: artist was on cusp of recognition when she died in Grenfell,"Work of Khadija Saye, young artist who died in Wednesday’s fire, was being exhibited at Venice Biennale and was set to show at important gallery",,,2.334862385321101
Kate Osamor,2093,2017-06-16 17:37:47 EDT,Link,59,3,12,7,0,0,0,0,0,,0,0,0,https://www.facebook.com/KateOsamor/posts/1349654801799479,Unite have donated £100k to the Grenfell fund and we are providing legal support for residents. https://t.co/lZ7kGJP6Hx,https://t.co/lZ7kGJP6Hx,,Anneliese Midgley on Twitter,“Unite have donated £100k to the Grenfell fund and we are providing legal support for residents.”,,,3.24
Debbie Abrahams,2635,2017-06-16 15:34:50 EDT,Status,47,6,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/DebbieAbrahamsOES/posts/1978720962363032,I have contacted local housing providers following the horrific events at Grenfell Tower. We must ensure residents are safe.,,,,,,,1.606060606060606
Kate Osamor,2093,2017-06-16 15:08:02 EDT,Status,21,3,6,1,1,0,7,2,0,,0,0,0,https://www.facebook.com/KateOsamor/posts/1349564518475174,Nobody has ever died in a fire in the UK in a property with an effective sprinkler system fitted. Grenfell Tower had no such system @LondonFBU,,,,,,,1.5185185185185186
Gordon Marsden MP - Blackpool South,1553,2017-06-16 14:44:22 EDT,Photo,26,0,1,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/GordonMarsdenMP/posts/1469030129823542,"Busy time this week after returning from Westminster on Wednesday evening, with local events in Blackpool South for The Great Get Together, which marks a year since the sad and senseless death of Jo Cox MP. Very sombre day with both remembrance of Jo and the awful scenes from Grenfell Tower, but buoyed by positive response at Abbeyfield House in South Shore and Highfield Leadership Academy, both of whom hosted events to raise funds for the Jo Cox Foundation. This week I also saw the progress being made at the Enterprise Zone, as well as monitoring the situation with the fire on Lytham Rd. Happy to see no casualties. If you'd like to learn more about the work the Jo Cox Foundation does our donate, you can do so here: https://www.jocoxfoundation.org",https://www.facebook.com/GordonMarsdenMP/photos/a.876474352412459.1073741829.842988145761080/1469030073156881/?type=3,,Photos from Gordon Marsden MP - Blackpool South's post,,,,-1.4827586206896552
Stella Creasy,21132,2017-06-16 14:12:29 EDT,Link,2,1,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/stellacreasy/posts/10155401017994304,"Working for Walthamstow Newsletter Friday 16th June 2017: The Grenfell Tower Tragedy and Fire Safety in Walthamstow, Great Get Together Nandos and Cinema Tickets Competition, Local Job Ops in MPs office, Waltham Forest Making Places Arts Competition http://www.workingforwalthamstow.org.uk/thenewsletter",http://www.workingforwalthamstow.org.uk/thenewsletter,,This Week's Newsletter,Working for Walthamstow,,,-20.333333333333332
Stephen Kinnock,2439,2017-06-16 13:40:03 EDT,YouTube,8,0,1,0,0,0,3,0,0,,0,0,0,https://www.facebook.com/StephenKinnock/posts/1354764604560656,"Spoke to Sky abt how much miss Jo +honouring her legacy by fighting for voiceless, remembering we have #MoreInCommon https://t.co/oYiQRIrMfw:=:https://www.youtube.com/watch?v=RN-AQMQEgiE&feature=youtu.be",https://t.co/oYiQRIrMfw,https://www.youtube.com/watch?v=RN-AQMQEgiE&feature=youtu.be,Stephen Kinnock on Jo Cox and her legacy,"Stephen Kinnock on Sky News, Friday 16 June 2017, talking about Jo Cox, her legacy and the Grenfell fire.",,,-0.14285714285714285
Julie Cooper MP,868,2017-06-16 09:43:24 EDT,Status,32,2,0,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/julieelizabethcooper/posts/738438886328700,"Like most people I have found the news from Grenfell following the fire really distressing. All thoughts and prayers are with the victims and their families. Calico, our leading provider of social housing in Burnley and Padiham continually review the safety of their properties in conjunction with fire safety officers. I was reassured to hear that they do not use the same materials for cladding as were used in Grenfell.",,,,,,,1.206896551724138
Richard Burgon MP,23972,2017-06-16 09:41:16 EDT,Status,367,20,71,33,0,0,0,0,0,,0,0,0,https://www.facebook.com/richardburgonmp/posts/1896417023966573,"Message for constituents: Understandably, people who live in tower blocks across the country are particularly worried following the Grenfell Tower fire in Kensington, London. I have today been in contact with Leeds City Council's Director of Housing for information and updates regarding the stucture of all tower blocks in the Leeds East constituency and their fire-prevention measures. I will be provided with a written report shortly. If you are a constituent who lives in one of the tower blocks in our area and want me to keep you updated in relation to this, then please e-mail me at richard@richardburgon.com and please include your full address. I will keep you informed. I expect that the written report will be provided shortly.",,,,,,,1.6700680272108843
Mary Creagh,8982,2017-06-16 08:53:40 EDT,Photo,123,10,16,7,0,0,0,0,0,,0,0,0,https://www.facebook.com/marycreaghwakefield/posts/1370979159605419,"Following the horrific fire at Grenfell Tower I've written to Kevin Dodd, Chief Executive of WDH and John Roberts, Chief Executive of West Yorkshire Fire & Rescue Service to seek urgent assurances about the safety of Wakefield's tower blocks.",https://www.facebook.com/marycreaghwakefield/photos/a.807495119287162.1073741829.551183884918288/1370978692938799/?type=3,,Photos from Mary Creagh's post,,,,2.888888888888889
Vernon Coaker,7483,2017-06-16 08:47:15 EDT,Link,185,18,18,2,1,1,0,0,0,,0,0,0,https://www.facebook.com/VernonCoaker/posts/1211404902314828,I have spoken to Gedling Homes about all of their properties in light of the tragic Grenfell Tower fire in London. They are reviewing any planned refurbishment works including the refurbishment of Walton Court in Carlton. The cladding work is on hold until a review is carried out. http://www.nottinghampost.com/carlton-tower-block-cladding-work-on-hold-after-grenfell-tower-fire-in-london/story-30392432-detail/story.html,http://www.nottinghampost.com/carlton-tower-block-cladding-work-on-hold-after-grenfell-tower-fire-in-london/story-30392432-detail/story.html,,Carlton tower block cladding work on hold after fire in London,Gedling Homes has put on hold major cladding work at a tower block in Carlton following the deadly blaze in London this week. A planning application was made to Gedling Borough Council to...,,,5.113636363636363
