Name,Day,URL,Message,Party,Platform,Month,Year,Month Year,Date,Party colour,West Midlands constituencies,Cladding mention
The Labour Party,2017-11-13,https://www.facebook.com/labourparty/posts/10155051294367411,The Tories just asked Kensington residents to rate how important the Grenfell tragedy is on a scale of 0-10. Insensitive doesn't even cover it. So why don't you rate the Tories' compassion – on a scale of 0-0. Sign this ↓,Labour,Facebook,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
The Labour Party,2017-11-14,https://www.facebook.com/labourparty/posts/10155054058257411,"This is what the press had to say about the Tories’ insensitive Grenfell survey. SPOILER: They weren’t impressed. If the Tories had listened to the victims of Grenfell, they wouldn’t have to ask. So let’s remind them what a national tragedy this was. Sign this ↓ http://bit.ly/mhs-lf:=:https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe",Labour,Facebook,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
The Labour Party,2017-11-15,https://www.facebook.com/labourparty/posts/10155056655577411,How can Theresa May stand up in PMQs and say she’s ‘taking Grenfell seriously’ when her party just sent out a SURVEY asking local residents to rate the tragedy on a scale of 0-10? Appalled? Us too. Share and sign this ↓ http://bit.ly/mhs-lf:=:https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe,Labour,Facebook,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
The Labour Party,2017-12-16,https://www.facebook.com/labourparty/posts/10155142720857411,"This week, we marked the six month anniversary of the tragedy at Grenfell tower. Here's Jeremy Corbyn's message ↓",Labour,Facebook,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
The Labour Party,2018-03-15,https://www.facebook.com/labourparty/posts/10155384321992411,The Tories can’t ignore this any longer. Theresa May must act now and allocate the funds needed to make homes safe from fire. Make sure a friend knows about this ↓,Labour,Facebook,3,2018,03/2018,2018/03,J) Labour,#N/A,No cladding
Theresa May,2017-06-14,https://www.facebook.com/TheresaMayOfficial/posts/1771024219581010,‪I am deeply saddened by the tragic loss of life at Grenfell Tower. My thoughts are with all those affected and the emergency services.‬,Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Theresa May,2017-06-15,https://www.facebook.com/TheresaMayOfficial/posts/1772452919438140,I can confirm that emergency funding has been made available to assist with the response to the Grenfell Tower incident.,Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Theresa May,2017-06-22,https://www.facebook.com/TheresaMayOfficial/posts/1780674135282685,It is our job as a government to show we are listening and that we will stand up for the people of Grenfell Tower. And that is what I am determined we should do.,Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Theresa May,2017-12-14,https://www.facebook.com/TheresaMayOfficial/posts/1993563853993711,"Six months on the Grenfell fire remains at the front of our minds as a truly unimaginable tragedy that should never have happened. Many who survived lost everything that night, my Government will continue to do all we can for them and learn the lessons so it never happens again.",Conservative,Facebook,12,2017,12/2017,2017/12,A) Conservative,#N/A,No cladding
Theresa May,2017-12-25,https://www.facebook.com/TheresaMayOfficial/posts/2007025185980911,"As we gather with our friends and family, I want to say thank you to all those whose service to others means they will be spending time away from their loved ones this Christmas. Men and women in our armed forces whose humbling bravery and daily sacrifices help to ensure the security of our nation and our allies around the world. The heroes in our emergency services whose courage and dedication so inspired the nation in response to tragedy at Grenfell Tower and the abhorrent terrorist attacks in Manchester and London. But whose service saves lives in our communities every day, including Christmas Day. And the thousands of volunteers in our country who will give up their time to make someone else’s Christmas that little bit better: from faith inspired projects like the Churches Together initiative in my own constituency - to aid workers helping those in war-torn parts of the world. As we celebrate the birth of Christ, let us celebrate all those selfless acts - and countless others -...",Conservative,Facebook,12,2017,12/2017,2017/12,A) Conservative,#N/A,No cladding
Theresa Villiers,2017-06-16,https://www.facebook.com/theresavillierscb/posts/844233715735082,"The Grenfell Tower disaster is truly shocking. I welcome the decision to set up a full public inquiry to establish what happened and ensure we do everything we can to prevent such a tragedy from ever occurring again. I agree with the Mayor of London that the inquiry should produce an interim report as soon as possible. I have been in touch with the Barnet Council to stress the importance of immediate action to establish whether any buildings in Barnet suffer from the same problems which appear to have played a part in the Grenfell fire. Whilst we cannot yet be certain of what the causes of the fire were, every effort should be made right away to make people as safe as possible in their homes, and Barnet Homes and Barnet Council are already taking action. I send my deepest condolences to all those families who have lost loved ones. My sympathies also go to victims who have been injured and to everyone who has lost their home.",Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Theresa Villiers,2017-06-22,https://www.facebook.com/theresavillierscb/posts/848430028648784,"In Parliament this morning, MPs expressed their horror about the Grenfell fire and I had the chance to ask the Prime Minister a question. People living in high-rise buildings in Barnet will be worried about fire safety after these terrible events. I urged Barnet Council to take action and I welcome the work they are undertaking to re-examine fire safety in high-rise blocks to find out whether any of the problems which contributed to the Grenfell disaster are present in Barnet. The Council has also made a commitment to invest in new fire safety measures, taking advice from the Fire Brigade on what is needed, including sprinklers where necessary. I asked the Prime Minister a question urging other local authorities to do the same. It is important that the owners of privately-owned blocks also take action, particularly where cladding has taken place. I will be pressing them to do that.",Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,Cladding
Theresa Villiers,2018-03-15,https://www.facebook.com/theresavillierscb/posts/999224340236018,"The Secretary of State for Housing made a statement in in Parliament this morning on the latest developments in the investigation of the Grenfell tragedy. I would like to reiterate my sympathy and support to all the survivors of that terrible event, and to everyone who lost friends or family. I appealed to the Secretary of State to ensure that fire safety standards are not compromised when high-rise office blocks in Barnet are converted into flats using permitted development rights, without the need for planning permission. He emphasised that all building and fire safety regulations apply in such cases, even in the absence of a planning decision process.",Conservative,Facebook,3,2018,03/2018,2018/03,A) Conservative,#N/A,No cladding
Tim Loughton,2017-06-19,https://www.facebook.com/TimLoughtonEWAS/posts/1946881432261620,"The fire at Grenfell Tower was horrific and the extent of personal tragedy which had affected so many families is appalling and heart-breaking. My thoughts and prayers go out to all those who are affected and it must be our number one priority to account for those who have lost their lives, look after the survivors and give them whatever support and comfort they need and get to the bottom of exactly what happened. I would particularly like to praise the heroic work carried out by the emergency services who reached the scene within minutes and risked their own lives to save the hundreds trapped in the building. As we know from the experience of the Shoreham Air Show tragedy the effect on those in uniform from whom we expect so much can be significant and long-lasting and need support. The response of the local community and countless volunteers from all walks of life was humbling and one of the few positive highlights of this tragedy. It is far too early to determine the cause of...",Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Toby Perkins,2017-06-14,https://twitter.com/tobyperkinsmp/status/874952748713869312,"Whatever emerges about Grenfell, Govt have questions to answer on their record on protecting tenants. http://www.mirror.co.uk/news/politics/theresa-mays-chief-staff-sat-10620357#ICID=sharebar_twitter",Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Tom Blenkinsop,2017-06-18,https://twitter.com/TomBlenkinsop/status/876360165569814528,The cladding in question at #grenfell is also banned in the UK https://twitter.com/thesundaytimes/status/876341216652165120,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,Cladding
Tom Blenkinsop,2017-06-14,https://twitter.com/TomBlenkinsop/status/874889448625930240,London fire: Lives claimed at Grenfell Tower http://www.bbc.co.uk/news/uk-england-london-40269625,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Tom Blenkinsop,2017-07-05,https://twitter.com/TomBlenkinsop/status/882541711037280256,Grenfell Tower: Government sends in 'taskforce' http://www.bbc.co.uk/news/uk-40504145,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Tom Blenkinsop,2017-07-01,https://twitter.com/TomBlenkinsop/status/880926206039928835,Grenfell cladding boss is a government adviser | News | The Times & The Sunday Times https://www.thetimes.co.uk/article/26960232-5dcd-11e7-8b02-b735a4dd8be3,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,Cladding
Tom Brake,2017-06-14,https://www.facebook.com/brake/posts/1357530584322822,My thoughts and prayers are with everyone affected by the fire at Grenfell Tower and our courageous emergency services.,Liberal,Facebook,6,2017,06/2017,2017/06,F) Liberal,#N/A,No cladding
Tom Brake,2017-06-14,https://www.facebook.com/brake/posts/1357662970976250,See below - a local drop off point for donations for those affected by the Grenfell Tower fire. Please spread the word.,Liberal,Facebook,6,2017,06/2017,2017/06,F) Liberal,#N/A,No cladding
Tom Brake,2017-06-27,https://www.facebook.com/brake/posts/1369744309768116,"The type of cladding that was used on Grenfell Tower is not only classified as flammable material in Germany but also prohibited in US buildings that exceed 40 feet in height due to fire safety concerns. After many lives were lost in the Grenfell Tower fire, the Liberal Democrats have called for this dangerous material to be banned in the UK. The Times found that using fire-resistant panels would have cost merely £5000 more than flammable ones. It is unacceptable that people died because fire safety was neglected. It is time we made the necessary investment to ensure that tragedies like these do not happen again and to guarantee people’s safety. Check the following for an update for the situation in Sutton: http://bit.ly/2tbXu0b:=:http://www.newsroomsutton.co.uk/archive/update-on-steps-by-sutton-council-and-partners-to-ensure-safety-in-high-rise-properties/",Liberal,Facebook,6,2017,06/2017,2017/06,F) Liberal,#N/A,Cladding
Tom Brake,2017-06-26,https://twitter.com/thomasbrake/status/879413959698337792,Fire-resistant panels would have cost just £5000 more than Grenfell Tower’s flammable ones. Deaths could have been prevented #unacceptable,Liberal,Twitter,6,2017,06/2017,2017/06,F) Liberal,#N/A,No cladding
Tom Brake,2017-06-22,https://twitter.com/thomasbrake/status/877922446946557952,"Very disappointed that PM did not agree, in response to my question earlier today, to ban the cladding used on Grenfell Tower.",Liberal,Twitter,6,2017,06/2017,2017/06,F) Liberal,#N/A,Cladding
Tom Brake,2017-10-01,https://www.facebook.com/brake/posts/1454774721265074,"Incredible generosity from the Islamic community of Sutton’s Central Masjid, supported by the Muslim Cultural and the Welfare Association of Sutton and Epsom and Ewell Islamic Society, in raising £3,000 for the victims of Grenfell Tower. Sutton’s Mayor, Councillor Jean Crossby, Councillor Trish Fivey and I will accept the cheque on October 4 before passing it on.",Liberal,Facebook,10,2017,10/2017,2017/10,F) Liberal,#N/A,No cladding
Tom Brake,2017-10-01,https://twitter.com/thomasbrake/status/914527834386743297,Tragic but typical that govt. hasn’t addressed independent report demanding increase in safety of electrical goods. Even after #Grenfell.,Liberal,Twitter,10,2017,10/2017,2017/10,F) Liberal,#N/A,No cladding
Tom Brake,2017-11-25,https://twitter.com/thomasbrake/status/934397758114426880,"Govt. rejected their own independent report’s advice that electrical safety checks be made compulsory in rented homes, improving safety and saving lives. Even after Grenfell tragedy they won’t learn.",Liberal,Twitter,11,2017,11/2017,2017/11,F) Liberal,#N/A,No cladding
Tom Brake,2018-01-10,https://www.facebook.com/brake/posts/1549414778467734,"A new interim report has shed light on the Grenfell tower tragedy. The report, looking into building safety regulations, has warned that the current system is “not fit for purpose”, due in part to weak enforcement of the rules and lack of clarity over who is responsible. Thousands of families across the country continue to live in unsafe accommodation. That is why I am calling on the government to take swift action. Proper enforcement of current regulations and additional funding for safety improvements are urgently required to prevent another disaster.",Liberal,Facebook,1,2018,01/2018,2018/01,F) Liberal,#N/A,No cladding
Tom Brake,2018-05-21,https://twitter.com/thomasbrake/status/998594246050541573,"Speaking during the #Grenfell Urgent Question earlier today I challenged the Govt on the need to act on the recall of faulty electrical products. Such an appliance started the tragic fire, yet only 20% of such products are recalled.",Liberal,Twitter,5,2018,05/2018,2018/05,F) Liberal,#N/A,No cladding
Tom Pursglove,2017-07-01,https://www.facebook.com/TomPursgloveMP/posts/807788759399938,"Last Thursday, during a Statement on the awful events which happened at Grenfell Tower, I pointed out how the Prime Minister was absolutely right to highlight the incredible work of the brave firefighters who attended the scene in the immediate aftermath of the incident, and then asked if she would ensure not only that they are properly recognised for their herculean efforts, but also that any welfare needs that arise are met immediately. In her reply, the Prime Minister absolutely agreed with those comments. She added that support is being given to the firefighters, and indeed to the police and others who attended the scene, because they, too, could potentially suffer trauma as a result of what they have seen, so that comprehensive support will be available. You can see my question and the Prime Minister’s answer, here:...",Conservative,Facebook,7,2017,07/2017,2017/07,A) Conservative,#N/A,No cladding
Tom Pursglove,2017-07-06,https://www.facebook.com/TomPursgloveMP/posts/811413245704156,"On Monday, during a Statement on the Grenfell Tower tragedy, I mentioned my meeting with the Leader and Chief Executive of Corby Borough Council last Friday, at which I was assured that the council has complied with all safety check requests the Department has made, in the aftermath of this awful tragedy. Indeed, I shall ask the same of East Northamptonshire Council at a scheduled meeting I have with them tomorrow. I then asked the Secretary of State for Communities and Local Government if there was anything more that individual MPs could do to support Ministers and the Government with engagement, working across party lines and with local authorities, during the important review process that lay ahead. In his response, the Secretary of State mentioned the importance of informing constituents on the testing process and what the results mean. Rest assured that I will continue to keep a close eye on this process - any lessons emerging from this tragedy must be acted upon...",Conservative,Facebook,7,2017,07/2017,2017/07,A) Conservative,#N/A,No cladding
Tom Pursglove,2017-07-15,https://www.facebook.com/TomPursgloveMP/posts/815959245249556,"Last Friday, after undertaking home visits to constituents, I had one of my regular catch-up meetings with David Oliver, the Chief Executive of East Northamptonshire Council, and Councillor Steven North, the Leader of the Council, in order to update each other, and to discuss the most pressing local issues. This was a productive meeting, and it was good to catch up and hear about the latest developments on key projects in East Northamptonshire and particularly, to discuss progress at Rushden Lakes. As I did a fortnight before in Corby, I was also able to ask if the local authority had complied with all of the requests made of them by the Government, following the tragic fire at Grenfell Tower, and I am reassured to be able to report that they have done so.",Conservative,Facebook,7,2017,07/2017,2017/07,A) Conservative,#N/A,No cladding
Tom Pursglove,2017-07-29,https://www.facebook.com/TomPursgloveMP/posts/824980134347467,"Last Thursday, during a Statement about Grenfell Tower and fire safety, I said that I understood from previous answers from Ministers that local authorities have been very good at meeting the different safety requests that the Government have made of them in light of this tragedy, and I then further asked if any specific pressure could be applied to non-compliant housing associations by individual councils – as we simply cannot take any chances with safety in their housing stock. In his response, the Secretary of State acknowledged that local authorities have generally been good in their response, and of the buildings that have had their cladding tested or proxy tested, 46 are local authority buildings. He added that local authorities have certainly been very helpful, and that this will be looked at further in terms of them helping to apply pressure on housing associations in specific areas. You can see my question and the Secretary of State’s answer, here:...",Conservative,Facebook,7,2017,07/2017,2017/07,A) Conservative,#N/A,Cladding
Tom Pursglove,2017-12-23,https://www.facebook.com/TomPursgloveMP/posts/900806103431536,"On Monday, during a Statement on the ongoing response to June’s tragic fire at Grenfell Tower and the wider review of building safety, I pointed out how the Secretary of State had previously said that the local authority had accepted the recommendations of the independent taskforce in full, and I asked if he would update the House about progress on implementing those recommendations. In his response, the Secretary of State outlined how he meets with the local council regularly and how he also has discussions with the taskforce. He added that a number of points were set out in the taskforce report, and the local authority has set up a group to go through each in detail. He also assured me that as we get further details, he will bring them to the House. The lessons of this tragedy must be learnt, as this can never be allowed to happen again - and, particularly at this time of year, we pause to think of all those affected by this dreadful tragedy. You can see my question and the...",Conservative,Facebook,12,2017,12/2017,2017/12,A) Conservative,#N/A,No cladding
Tom Pursglove,2018-05-15,https://www.facebook.com/TomPursgloveMP/posts/979456655566480,"Last Tuesday, I went to a drop-in session at Speaker’s House organised by Grenfell United. This was a very useful opportunity to get an update on the current situation, but also to meet and talk to survivors about their individual experiences, particularly given the parliamentary debate which is to take place next week. The conversations were extremely difficult and very, very, moving, but an important opportunity for us as MPs to get the direct feedback of those so tragically affected, and make sure we are doing everything we possibly can to help them rebuild their lives and ensure a tragedy like this can never happen again. Photography by Marley Edwards.",Conservative,Facebook,5,2018,05/2018,2018/05,A) Conservative,#N/A,No cladding
Tom Tugendhat,2017-06-16,https://www.facebook.com/tomtugendhat/posts/780085898832718,"Tonight many Muslims in London will be preparing for iftar, the meal that breaks the Ramadan fast. Traditionally it is a time for celebration when family and friends gather. After mosques and churches have been collecting for those lost everything in the Grenfell Tower it will be more muted. The death of Mohammed al-Haj Ali who fled the war in Syria and the loss of the el-Wahabi family, the final calls home from Marco Gottardi and his girlfriend Gloria Trevisan, both architects from the Veneto region of northern Italy, will be in the minds of many. This tragedy has exposed failings in our society. Not one that affects only the poor or only the rich, but all of us. We are all hurt by this tragedy and must find out what happened and stop it ever happening again. It's also why we must open criminal proceedings and be ready to prosecute those whose failings led to this terrible fire. I have written to the housing providers in Tonbridge and Malling to make sure they have taken all the...",Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Tom Watson,2017-08-16,https://www.facebook.com/tom.watson.uk/posts/1539759369379388,"""Unless people have the skills and support to make themselves heard in the corridors of power, disasters such as the Grenfell Tower fire will continue to happen"" - I couldn't agree more: https://www.theguardian.com/voluntary-sector-network/2017/aug/09/communities-charities-campaigning-politics-democracy?CMP=Share_iOSApp_Other",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2017-11-09,https://www.facebook.com/tom.watson.uk/posts/1616001858421805,"It is vital that the Government makes the money available to fit sprinklers into high-rise social housing. The tragedy of Grenfell Tower must never be repeated. Please sign Jeremy Corbyn's letter to Theresa May, urging her to set aside the funds to install sprinklers and make homes safe for thousands of families. Stand with us – add your signature to our letter now ↓ http://bit.ly/mhs-lf:=:https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe",Labour,Facebook,11,2017,11/2017,2017/11,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2017-12-09,https://www.facebook.com/tom.watson.uk/posts/1647321751956482,"The tragedy of Grenfell Tower was a national disgrace and the way it was handled by Kensington and Chelsea council - both in the aftermath and still today - is also a national disgrace. I welcome the intervention by the Equalities and Human Rights Commission to launch a swift inquiry into whether the government and the council failed in their duties to protect life and provide safe housing. Most importantly, they will report back in April. That's four months time, not four years down the line. The victims, the survivors and the families deserve answers and they deserve them quickly.",Labour,Facebook,12,2017,12/2017,2017/12,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2017-12-14,https://www.facebook.com/tom.watson.uk/posts/1651722444849746,Today is six months on from Grenfell. It must not happen again.,Labour,Facebook,12,2017,12/2017,2017/12,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2018-01-18,https://www.facebook.com/tom.watson.uk/posts/1686153718073285,"Residents of a tower block clad with the same flammable material as Grenfell are terrified. Five months ago, under pressure from local Labour MP Steve Reed, the government told the freeholder to remove the cladding. But the wealthy landlords have refused until each leaseholder hands over £31,300 to carry out the £2m work - money which few, if any, have. Steve, my shadow ministerial colleague, says: “It is an absolute outrage to leave people in a building which they know isn’t safe and is at risk of burning down like Grenfell Tower did. “Their homes are becoming worthless and they are living in fear of their lives. Grenfell Tower is still there in the centre of London, a smouldering wreck, and these people think they could be next.” P.S. The family who own the freehold, via their property company, are said to be worth £850m.",Labour,Facebook,1,2018,01/2018,2018/01,J) Labour,West Bromwich East BC,Cladding
Tom Watson,2018-02-22,https://www.facebook.com/tom.watson.uk/posts/1721551001200223,"When Stormzy called out Theresa May on Grenfell and lambasted The Daily Mail on live TV, it gave me real hope - that the rich men who own and control our right wing newspapers can't control the message any more. This man speaks for a generation who won't take the lies and smears any longer. And last night at the Brits he truly stole the show with his stellar performance. Great album, great man, great message.",Labour,Facebook,2,2018,02/2018,2018/02,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2018-02-22,https://www.facebook.com/tom.watson.uk/posts/1721853137836676,"Footballers and football clubs often get a bad press. But what Les Ferdinand and QPR have contributed to the local community in the aftermath of Grenfell deserves real praise. It started in the immediacy of the tragedy with Loftus Road becoming a centre for food, blankets and donations; then came Game4Grenfell - the charity match that raised half a million pounds. Now there's on-going football training for the children, psychological support for survivors and a long-term pledge to support the community. Reflecting on the 152 families still without housing, Les, who grew up on the estate, says: ""It’s ridiculous to think that these people who lost loved ones, lost friends, are still holed up in hotels. “People do a lot of talking about what’s right and what’s wrong but it’s the actions that count. And we’ve not done enough.” We can never do enough. But Les, you and your club are doing the right thing. Thank you.",Labour,Facebook,2,2018,02/2018,2018/02,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2018-03-08,https://twitter.com/tom_watson/status/971653856038924288,“Labour says ministers made false claims about cladding after Grenfell” https://www.theguardian.com/uk-news/2018/mar/07/labour-says-ministers-made-false-claims-about-cladding-after-grenfell?CMP=Share_iOSApp_Other,Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,West Bromwich East BC,Cladding
Tom Watson,2018-05-14,https://www.facebook.com/tom.watson.uk/posts/1803984992956823,"""There was an Afghan army officer, a Sudanese dressmaker, a British artist and an Italian architect. There was an Egyptian hairdresser, an Eritrean waitress and a Lebanese soldier..."" A perfect intro to the Guardian's hugely significant front page today on the victims of Grenfell. As MPs debate the catastrophe, the public inquiry opens next week and the June 14 anniversary approaches, it is vital we shout the names of the Grenfell 71 loud and clear.",Labour,Facebook,5,2018,05/2018,2018/05,J) Labour,West Bromwich East BC,No cladding
Tom Watson,2018-06-03,https://www.facebook.com/tom.watson.uk/posts/1823840737637915,"Edward Daffarn predicted Grenfell. He predicted it in the blogs he wrote in the two years before the fire of June 14th 2017. We all read them afterwards, when it was too late, when 72 people were killed and hundreds of lives changed forever. Edward's first newspaper interview should be read by everyone. But most of all by politicians and public servants, who must vow that the voices of people like Edward Daffarn will never be ignored again.",Labour,Facebook,6,2018,06/2018,2018/06,J) Labour,West Bromwich East BC,No cladding
Tommy Sheppard,2017-06-16,https://www.facebook.com/TommySheppardSNP/posts/1898992557015468,"I think we are all still processing the appalling news of the horrific fire at Grenfell House in London and the terrible loss of life – the extent of which is still becoming clear. My thoughts are with everyone affected and their families. The public inquiry into what has gone wrong promised by the UK Government must be thorough and wide-ranging. Upon hearing the news, I immediately contacted the City of Edinburgh Council to seek assurances about the fire safety of residents of multi-storey tower blocks in Edinburgh East and across the city more generally. The Council has responded with the following statement: “We are deeply saddened by this morning’s tragic incident in London and our thoughts and prayers are with all those affected. Understandably the events in London this morning have caused concern and some distress and our local housing teams have been on hand today to provide reassurance and advice to tenants living in city tower blocks. “Regular inspections are carried out...",SNP,Facebook,6,2017,06/2017,2017/06,B) SNP,#N/A,No cladding
Tommy Sheppard,2017-06-19,https://www.facebook.com/TommySheppardSNP/posts/1900575570190500,"My week started with a 9am briefing this morning from senior council and fire service officials. Since the tragedy happened at Grenfell House in West London they have been looking at fire safety in Edinburgh's high rise blocks. Everyone is anxious to make sure that such a horrific tragedy cannot happen again. There are 45 multi-storey blocks of flats in Edinburgh - housing about 4000 tenants. Of these, 16 are relatively modern and have not been refurbished. The remaining 29 have had works done including external cladding. Every single one of them was inspected last week and we were told that in no case were materials used which were the same as those in Grenfell. All the cladding and insulation panels are mineral based and non-combustible. I asked for a brief specific report on each individual block outlining construction method and material, fire safety procedures and recommendations for improvement. I will make this available on my website when I have it. Officials are confident...",SNP,Facebook,6,2017,06/2017,2017/06,B) SNP,#N/A,Cladding
Tommy Sheppard,2018-05-15,https://www.facebook.com/TommySheppardSNP/posts/2060768450837877,Yesterday I spoke in the Westminster Hall debate on Grenfell (link to my speech below). Following the debate where there was serious cross party concern about how the local council has dealt with this matter the debate moves to the main chamber tomorrow. Let's hope the Government can come up with some better answers now they've had some time to think about it. https://youtu.be/H2kN77hRPEk:=:https://www.youtube.com/watch?v=H2kN77hRPEk&feature=youtu.be,SNP,Facebook,5,2018,05/2018,2018/05,B) SNP,#N/A,No cladding
Tommy Sheppard,2018-05-17,https://www.facebook.com/TommySheppardSNP/posts/2061598964088159,Yesterday I spoke in the debate on Grenfell Tower - we need the fullest possible inquiry and one that has the confidence of those who were most affected by the disaster.,SNP,Facebook,5,2018,05/2018,2018/05,B) SNP,#N/A,No cladding
Tommy Sheppard,2018-05-17,https://twitter.com/TommySheppard/status/997066169780711429,Yesterday I spoke in the debate on #Grenfell Tower - we need the fullest possible inquiry and one that has the confidence of those who were most affected by the disaster. https://t.co/MCaqR5jmVT,SNP,Twitter,5,2018,05/2018,2018/05,B) SNP,#N/A,No cladding
Tulip Siddiq,2017-06-15,https://twitter.com/TulipSiddiq/status/875453074831224832,I have been contacted by many worried constituents about the safety of their flats after tragic Grenfell fire (1/2),Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Tulip Siddiq,2017-07-12,https://twitter.com/TulipSiddiq/status/885124732831576065,"Sitting in chamber now in very important debate on Grenfell Tower - so many layers to this tragedy, so much work still to do",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Tulip Siddiq,2017-09-27,https://twitter.com/TulipSiddiq/status/913013325813993473,.@jeremycorbyn right to highlight the contempt for the poor that led to the horrific man-made tragedy at Grenfell Tower #Lab17,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Tulip Siddiq,2018-05-08,https://twitter.com/TulipSiddiq/status/993874227454455808,Today I had the honour of meeting Antonio - whose home used to be in Grenfell Tower. He told me his story - how he owes his life to two firemen who saved him from his burning flat at 6am. A truly humbling experience #Grenfell https://t.co/B5BQ3Tro8j,Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
Vernon Coaker,2017-06-16,https://www.facebook.com/VernonCoaker/posts/1211404902314828,I have spoken to Gedling Homes about all of their properties in light of the tragic Grenfell Tower fire in London. They are reviewing any planned refurbishment works including the refurbishment of Walton Court in Carlton. The cladding work is on hold until a review is carried out. http://www.nottinghampost.com/carlton-tower-block-cladding-work-on-hold-after-grenfell-tower-fire-in-london/story-30392432-detail/story.html,Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,Cladding
Vernon Coaker,2017-06-14,https://twitter.com/Vernon_Coaker/status/874925884851064832,Devastating scenes at Grenfell Tower. My thoughts and prayers are with all those affected. Thank you to our brave emergency services. https://twitter.com/LondonFire/status/874893390919458818,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
vickyfoxcroft,2017-10-19,https://twitter.com/vickyfoxcroft/status/921030881753681920,Councils like #Lewisham are implementing safety measures to ensure blocks are safe after #Grenfell. 4 months on - still no funding from Gov. https://t.co/NgUNGx0ITS,Labour,Twitter,10,2017,10/2017,2017/10,J) Labour,#N/A,No cladding
Victoria Atkins,2017-06-19,https://www.facebook.com/VictoriaAtkinsOfficial/posts/1345551782158982,"There have been two terrible events in London during the last week. The first was the horrific fire at Grenfell Tower and last night a hateful terror attack was committed near a north London mosque. Yet again, the emergency services have acted with extraordinary courage and fortitude, and local residents have rallied round with great kindness and bravery. My thoughts and prayers are with everyone affected.",Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Victoria Borwick,2017-06-14,https://twitter.com/backborwick/status/874953155762638849,If you or your family are affected by the horrific fire at Grenfell Tower the following places are offering shelter #GrenfellTower https://t.co/jsVRmSyPju,Conservative,Twitter,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Victoria Borwick,2017-06-14,https://twitter.com/backborwick/status/874914125566140416,My thoughts are with all those affected by the terrible fire in Grenfell Tower in Latimer Road #GrenfellTower,Conservative,Twitter,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Victoria Borwick,2017-07-21,https://twitter.com/backborwick/status/888449275918786560,Grenfell resident's impassioned plea for covering over tower block http://www.getwestlondon.co.uk/news/west-london-news/covering-put-over-terrifying-grenfell-13361355#ICID=sharebar_twitter. Respect our community and protect the site,Conservative,Twitter,7,2017,07/2017,2017/07,A) Conservative,#N/A,No cladding
Victoria Borwick,2017-07-18,https://twitter.com/backborwick/status/887427746791657472,Grenfell support team #GrenfellTower https://twitter.com/VolCentre_KandC/status/887426862447828997,Conservative,Twitter,7,2017,07/2017,2017/07,A) Conservative,#N/A,No cladding
